,date,title,artist,weeks,uri,af
28,2000-09-09,TAKE ON ME,A1,1,spotify:track:4bOtBw7lu4MW77L5mSeCx6,"{'danceability': 0.474, 'energy': 0.83, 'key': 9, 'loudness': -10.306, 'mode': 1, 'speechiness': 0.0415, 'acousticness': 0.0549, 'instrumentalness': 0.00351, 'liveness': 0.151, 'valence': 0.464, 'tempo': 166.99, 'type': 'audio_features', 'id': '4bOtBw7lu4MW77L5mSeCx6', 'uri': 'spotify:track:4bOtBw7lu4MW77L5mSeCx6', 'track_href': 'https://api.spotify.com/v1/tracks/4bOtBw7lu4MW77L5mSeCx6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4bOtBw7lu4MW77L5mSeCx6', 'duration_ms': 219965, 'time_signature': 4}"
29,2000-09-16,LADY (HEAR ME TONIGHT),MODJO,2,spotify:track:49X0LAl6faAusYq02PRAY6,"{'danceability': 0.72, 'energy': 0.808, 'key': 6, 'loudness': -5.627, 'mode': 1, 'speechiness': 0.0379, 'acousticness': 0.00793, 'instrumentalness': 0.0293, 'liveness': 0.0634, 'valence': 0.869, 'tempo': 126.041, 'type': 'audio_features', 'id': '49X0LAl6faAusYq02PRAY6', 'uri': 'spotify:track:49X0LAl6faAusYq02PRAY6', 'track_href': 'https://api.spotify.com/v1/tracks/49X0LAl6faAusYq02PRAY6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/49X0LAl6faAusYq02PRAY6', 'duration_ms': 307154, 'time_signature': 4}"
30,2000-09-30,AGAINST ALL ODDS,MARIAH CAREY FEATURING WESTLIFE,2,,{}
31,2000-10-14,BLACK COFFEE,ALL SAINTS,1,spotify:track:3SD11QnefCc3RNfKzxKMmJ,"{'danceability': 0.673, 'energy': 0.7, 'key': 9, 'loudness': -7.484, 'mode': 1, 'speechiness': 0.0287, 'acousticness': 0.0183, 'instrumentalness': 0.00174, 'liveness': 0.0756, 'valence': 0.503, 'tempo': 120.01, 'type': 'audio_features', 'id': '3SD11QnefCc3RNfKzxKMmJ', 'uri': 'spotify:track:3SD11QnefCc3RNfKzxKMmJ', 'track_href': 'https://api.spotify.com/v1/tracks/3SD11QnefCc3RNfKzxKMmJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3SD11QnefCc3RNfKzxKMmJ', 'duration_ms': 289427, 'time_signature': 4}"
32,2000-10-21,BEAUTIFUL DAY,U2,1,spotify:track:1VuBmEauSZywQVtqbxNqka,"{'danceability': 0.537, 'energy': 0.921, 'key': 2, 'loudness': -6.474, 'mode': 1, 'speechiness': 0.0481, 'acousticness': 0.0144, 'instrumentalness': 0.00479, 'liveness': 0.382, 'valence': 0.467, 'tempo': 136.264, 'type': 'audio_features', 'id': '1VuBmEauSZywQVtqbxNqka', 'uri': 'spotify:track:1VuBmEauSZywQVtqbxNqka', 'track_href': 'https://api.spotify.com/v1/tracks/1VuBmEauSZywQVtqbxNqka', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1VuBmEauSZywQVtqbxNqka', 'duration_ms': 248067, 'time_signature': 4}"
33,2000-10-28,STOMP,STEPS,1,spotify:track:6TNUtnvMjkBLSssLkogWp0,"{'danceability': 0.771, 'energy': 0.869, 'key': 2, 'loudness': -5.065, 'mode': 0, 'speechiness': 0.0397, 'acousticness': 0.369, 'instrumentalness': 0, 'liveness': 0.294, 'valence': 0.782, 'tempo': 130.002, 'type': 'audio_features', 'id': '6TNUtnvMjkBLSssLkogWp0', 'uri': 'spotify:track:6TNUtnvMjkBLSssLkogWp0', 'track_href': 'https://api.spotify.com/v1/tracks/6TNUtnvMjkBLSssLkogWp0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6TNUtnvMjkBLSssLkogWp0', 'duration_ms': 201920, 'time_signature': 4}"
34,2000-04-11,HOLLER/LET LOVE LEAD THE WAY,SPICE GIRLS,1,spotify:track:27l0Wotwb7h9Load3C87IQ,"{'danceability': 0.769, 'energy': 0.711, 'key': 10, 'loudness': -6.456, 'mode': 0, 'speechiness': 0.0447, 'acousticness': 0.0291, 'instrumentalness': 0.00323, 'liveness': 0.079, 'valence': 0.777, 'tempo': 109.992, 'type': 'audio_features', 'id': '27l0Wotwb7h9Load3C87IQ', 'uri': 'spotify:track:27l0Wotwb7h9Load3C87IQ', 'track_href': 'https://api.spotify.com/v1/tracks/27l0Wotwb7h9Load3C87IQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/27l0Wotwb7h9Load3C87IQ', 'duration_ms': 238400, 'time_signature': 4}"
35,2000-11-11,MY LOVE,WESTLIFE,1,spotify:track:4EtIza2cKMmR2XP7idebXG,"{'danceability': 0.679, 'energy': 0.717, 'key': 0, 'loudness': -4.548, 'mode': 1, 'speechiness': 0.0384, 'acousticness': 0.0971, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.255, 'tempo': 121.96, 'type': 'audio_features', 'id': '4EtIza2cKMmR2XP7idebXG', 'uri': 'spotify:track:4EtIza2cKMmR2XP7idebXG', 'track_href': 'https://api.spotify.com/v1/tracks/4EtIza2cKMmR2XP7idebXG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4EtIza2cKMmR2XP7idebXG', 'duration_ms': 214212, 'time_signature': 4}"
36,2000-11-18,SAME OLD BRAND NEW YOU,A1,1,spotify:track:3e2qMJYiYVIGbnCUaUNg8O,"{'danceability': 0.734, 'energy': 0.581, 'key': 11, 'loudness': -8.531, 'mode': 0, 'speechiness': 0.0268, 'acousticness': 0.0228, 'instrumentalness': 0.013, 'liveness': 0.14, 'valence': 0.646, 'tempo': 107.507, 'type': 'audio_features', 'id': '3e2qMJYiYVIGbnCUaUNg8O', 'uri': 'spotify:track:3e2qMJYiYVIGbnCUaUNg8O', 'track_href': 'https://api.spotify.com/v1/tracks/3e2qMJYiYVIGbnCUaUNg8O', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3e2qMJYiYVIGbnCUaUNg8O', 'duration_ms': 249530, 'time_signature': 4}"
37,2000-11-25,CAN'T FIGHT THE MOONLIGHT,LEANN RIMES,1,spotify:track:10FP9hm2aFfAIKEopqaG9D,"{'danceability': 0.628, 'energy': 0.834, 'key': 6, 'loudness': -6.341, 'mode': 0, 'speechiness': 0.0497, 'acousticness': 0.403, 'instrumentalness': 0, 'liveness': 0.051, 'valence': 0.626, 'tempo': 97.865, 'type': 'audio_features', 'id': '10FP9hm2aFfAIKEopqaG9D', 'uri': 'spotify:track:10FP9hm2aFfAIKEopqaG9D', 'track_href': 'https://api.spotify.com/v1/tracks/10FP9hm2aFfAIKEopqaG9D', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/10FP9hm2aFfAIKEopqaG9D', 'duration_ms': 215507, 'time_signature': 4}"
38,2000-02-12,INDEPENDENT WOMEN PART 1,DESTINY'S CHILD,1,spotify:track:0J2Wgm8zu6y5qKOFgYjv9H,"{'danceability': 0.747, 'energy': 0.638, 'key': 6, 'loudness': -6.137, 'mode': 0, 'speechiness': 0.245, 'acousticness': 0.107, 'instrumentalness': 6.44e-06, 'liveness': 0.126, 'valence': 0.947, 'tempo': 97.99, 'type': 'audio_features', 'id': '0J2Wgm8zu6y5qKOFgYjv9H', 'uri': 'spotify:track:0J2Wgm8zu6y5qKOFgYjv9H', 'track_href': 'https://api.spotify.com/v1/tracks/0J2Wgm8zu6y5qKOFgYjv9H', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0J2Wgm8zu6y5qKOFgYjv9H', 'duration_ms': 217680, 'time_signature': 4}"
39,2000-09-12,NEVER HAD A DREAM COME TRUE,S CLUB 7,1,spotify:track:1rzssdgfZiGs7VAMsYN9SF,"{'danceability': 0.636, 'energy': 0.531, 'key': 5, 'loudness': -5.593, 'mode': 1, 'speechiness': 0.0273, 'acousticness': 0.508, 'instrumentalness': 0, 'liveness': 0.0952, 'valence': 0.496, 'tempo': 122.918, 'type': 'audio_features', 'id': '1rzssdgfZiGs7VAMsYN9SF', 'uri': 'spotify:track:1rzssdgfZiGs7VAMsYN9SF', 'track_href': 'https://api.spotify.com/v1/tracks/1rzssdgfZiGs7VAMsYN9SF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1rzssdgfZiGs7VAMsYN9SF', 'duration_ms': 240640, 'time_signature': 4}"
40,2000-12-16,STAN,EMINEM,1,spotify:track:3UmaczJpikHgJFyBTAJVoz,"{'danceability': 0.778, 'energy': 0.769, 'key': 6, 'loudness': -4.331, 'mode': 0, 'speechiness': 0.248, 'acousticness': 0.0369, 'instrumentalness': 4.03e-06, 'liveness': 0.548, 'valence': 0.484, 'tempo': 80.044, 'type': 'audio_features', 'id': '3UmaczJpikHgJFyBTAJVoz', 'uri': 'spotify:track:3UmaczJpikHgJFyBTAJVoz', 'track_href': 'https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3UmaczJpikHgJFyBTAJVoz', 'duration_ms': 404107, 'time_signature': 4}"
41,2000-12-23,CAN WE FIX IT,BOB THE BUILDER,3,spotify:track:5fs6uHSuhtfrYTyfp4uJzv,"{'danceability': 0.697, 'energy': 0.37, 'key': 4, 'loudness': -21.28, 'mode': 1, 'speechiness': 0.0443, 'acousticness': 0.164, 'instrumentalness': 0, 'liveness': 0.231, 'valence': 0.899, 'tempo': 140.047, 'type': 'audio_features', 'id': '5fs6uHSuhtfrYTyfp4uJzv', 'uri': 'spotify:track:5fs6uHSuhtfrYTyfp4uJzv', 'track_href': 'https://api.spotify.com/v1/tracks/5fs6uHSuhtfrYTyfp4uJzv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5fs6uHSuhtfrYTyfp4uJzv', 'duration_ms': 123040, 'time_signature': 4}"
0,2001-01-13,TOUCH ME,RUI DA SILVA FEATURING CASSANDRA,1,,{}
1,2001-01-20,LOVE DON'T COST A THING,JENNIFER LOPEZ,1,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,"{'danceability': 0.786, 'energy': 0.842, 'key': 4, 'loudness': -5.115, 'mode': 0, 'speechiness': 0.0707, 'acousticness': 0.00305, 'instrumentalness': 3.54e-06, 'liveness': 0.473, 'valence': 0.685, 'tempo': 97.577, 'type': 'audio_features', 'id': '1fgvJXlcZ7uIddMpqsqw0L', 'uri': 'spotify:track:1fgvJXlcZ7uIddMpqsqw0L', 'track_href': 'https://api.spotify.com/v1/tracks/1fgvJXlcZ7uIddMpqsqw0L', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1fgvJXlcZ7uIddMpqsqw0L', 'duration_ms': 221227, 'time_signature': 4}"
2,2001-01-27,ROLLIN',LIMP BIZKIT,2,spotify:track:3IV4swNduIRunHREK80owz,"{'danceability': 0.599, 'energy': 0.932, 'key': 9, 'loudness': -3.328, 'mode': 1, 'speechiness': 0.18, 'acousticness': 0.00506, 'instrumentalness': 0, 'liveness': 0.269, 'valence': 0.692, 'tempo': 96.234, 'type': 'audio_features', 'id': '3IV4swNduIRunHREK80owz', 'uri': 'spotify:track:3IV4swNduIRunHREK80owz', 'track_href': 'https://api.spotify.com/v1/tracks/3IV4swNduIRunHREK80owz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3IV4swNduIRunHREK80owz', 'duration_ms': 213760, 'time_signature': 4}"
3,2001-10-02,WHOLE AGAIN,ATOMIC KITTEN,4,spotify:track:16MJqq0vEuW6GRX6faetTm,"{'danceability': 0.747, 'energy': 0.706, 'key': 4, 'loudness': -4.653, 'mode': 1, 'speechiness': 0.0413, 'acousticness': 0.0844, 'instrumentalness': 0.00355, 'liveness': 0.174, 'valence': 0.567, 'tempo': 94.019, 'type': 'audio_features', 'id': '16MJqq0vEuW6GRX6faetTm', 'uri': 'spotify:track:16MJqq0vEuW6GRX6faetTm', 'track_href': 'https://api.spotify.com/v1/tracks/16MJqq0vEuW6GRX6faetTm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/16MJqq0vEuW6GRX6faetTm', 'duration_ms': 185013, 'time_signature': 4}"
4,2001-10-03,IT WASN'T ME,SHAGGY,1,spotify:track:0OaunKfsxkgBvPv68jBbmm,"{'danceability': 0.852, 'energy': 0.604, 'key': 0, 'loudness': -4.569, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.0503, 'instrumentalness': 0, 'liveness': 0.327, 'valence': 0.667, 'tempo': 94.762, 'type': 'audio_features', 'id': '0OaunKfsxkgBvPv68jBbmm', 'uri': 'spotify:track:0OaunKfsxkgBvPv68jBbmm', 'track_href': 'https://api.spotify.com/v1/tracks/0OaunKfsxkgBvPv68jBbmm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OaunKfsxkgBvPv68jBbmm', 'duration_ms': 227547, 'time_signature': 4}"
5,2001-03-17,UPTOWN GIRL,WESTLIFE,1,spotify:track:2sFp6E7lNBbblJGmUtCfFH,"{'danceability': 0.645, 'energy': 0.921, 'key': 6, 'loudness': -5.256, 'mode': 0, 'speechiness': 0.0302, 'acousticness': 0.00809, 'instrumentalness': 1.08e-05, 'liveness': 0.407, 'valence': 0.864, 'tempo': 129.0, 'type': 'audio_features', 'id': '2sFp6E7lNBbblJGmUtCfFH', 'uri': 'spotify:track:2sFp6E7lNBbblJGmUtCfFH', 'track_href': 'https://api.spotify.com/v1/tracks/2sFp6E7lNBbblJGmUtCfFH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2sFp6E7lNBbblJGmUtCfFH', 'duration_ms': 186440, 'time_signature': 4}"
6,2001-03-24,PURE AND SIMPLE,HEAR'SAY,3,spotify:track:1hyEoJnQvkAyEJpxuOZ6C0,"{'danceability': 0.627, 'energy': 0.668, 'key': 6, 'loudness': -6.62, 'mode': 0, 'speechiness': 0.0402, 'acousticness': 0.055, 'instrumentalness': 0, 'liveness': 0.166, 'valence': 0.741, 'tempo': 75.008, 'type': 'audio_features', 'id': '1hyEoJnQvkAyEJpxuOZ6C0', 'uri': 'spotify:track:1hyEoJnQvkAyEJpxuOZ6C0', 'track_href': 'https://api.spotify.com/v1/tracks/1hyEoJnQvkAyEJpxuOZ6C0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hyEoJnQvkAyEJpxuOZ6C0', 'duration_ms': 228027, 'time_signature': 4}"
7,2001-04-14,WHAT TOOK YOU SO LONG,EMMA BUNTON,2,spotify:track:6WJtzSaXumGZ7pIa0z7QIP,"{'danceability': 0.668, 'energy': 0.772, 'key': 9, 'loudness': -5.4, 'mode': 0, 'speechiness': 0.0307, 'acousticness': 0.123, 'instrumentalness': 0, 'liveness': 0.341, 'valence': 0.911, 'tempo': 118.011, 'type': 'audio_features', 'id': '6WJtzSaXumGZ7pIa0z7QIP', 'uri': 'spotify:track:6WJtzSaXumGZ7pIa0z7QIP', 'track_href': 'https://api.spotify.com/v1/tracks/6WJtzSaXumGZ7pIa0z7QIP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6WJtzSaXumGZ7pIa0z7QIP', 'duration_ms': 241000, 'time_signature': 4}"
8,2001-04-28,SURVIVOR,DESTINY'S CHILD,1,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,"{'danceability': 0.514, 'energy': 0.911, 'key': 1, 'loudness': -2.027, 'mode': 0, 'speechiness': 0.41, 'acousticness': 0.0559, 'instrumentalness': 0, 'liveness': 0.775, 'valence': 0.619, 'tempo': 161.109, 'type': 'audio_features', 'id': '2Mpj1Ul5OFPyyP4wB62Rvi', 'uri': 'spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi', 'track_href': 'https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi', 'duration_ms': 254027, 'time_signature': 4}"
9,2001-05-05,DON'T STOP MOVIN',S CLUB 7,1,spotify:track:6XkH3f2bXxEdbdRF5y0igm,"{'danceability': 0.824, 'energy': 0.646, 'key': 7, 'loudness': -6.108, 'mode': 1, 'speechiness': 0.033, 'acousticness': 0.0423, 'instrumentalness': 0, 'liveness': 0.197, 'valence': 0.915, 'tempo': 117.013, 'type': 'audio_features', 'id': '6XkH3f2bXxEdbdRF5y0igm', 'uri': 'spotify:track:6XkH3f2bXxEdbdRF5y0igm', 'track_href': 'https://api.spotify.com/v1/tracks/6XkH3f2bXxEdbdRF5y0igm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6XkH3f2bXxEdbdRF5y0igm', 'duration_ms': 233760, 'time_signature': 4}"
10,2001-12-05,IT'S RAINING MEN,GERI HALLIWELL,2,spotify:track:7q3qX7Ees3FZtRFJXWgPZs,"{'danceability': 0.637, 'energy': 0.929, 'key': 5, 'loudness': -6.03, 'mode': 0, 'speechiness': 0.0447, 'acousticness': 0.063, 'instrumentalness': 0.00796, 'liveness': 0.318, 'valence': 0.604, 'tempo': 136.482, 'type': 'audio_features', 'id': '7q3qX7Ees3FZtRFJXWgPZs', 'uri': 'spotify:track:7q3qX7Ees3FZtRFJXWgPZs', 'track_href': 'https://api.spotify.com/v1/tracks/7q3qX7Ees3FZtRFJXWgPZs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7q3qX7Ees3FZtRFJXWgPZs', 'duration_ms': 254640, 'time_signature': 4}"
11,2001-05-26,DON'T STOP MOVIN',S CLUB 7,1,spotify:track:6XkH3f2bXxEdbdRF5y0igm,{}
12,2001-02-06,DO YOU REALLY LIKE IT,DJ PIED PIPER & THE MASTERS OF CEREMONIES,1,spotify:track:0fDkxXLPKax8UOC7GBvvBc,"{'danceability': 0.782, 'energy': 0.55, 'key': 7, 'loudness': -12.853, 'mode': 1, 'speechiness': 0.0793, 'acousticness': 0.018, 'instrumentalness': 0.834, 'liveness': 0.196, 'valence': 0.605, 'tempo': 130.004, 'type': 'audio_features', 'id': '0fDkxXLPKax8UOC7GBvvBc', 'uri': 'spotify:track:0fDkxXLPKax8UOC7GBvvBc', 'track_href': 'https://api.spotify.com/v1/tracks/0fDkxXLPKax8UOC7GBvvBc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0fDkxXLPKax8UOC7GBvvBc', 'duration_ms': 204500, 'time_signature': 4}"
13,2001-09-06,ANGEL,SHAGGY FEATURING RAYVON,3,,{}
14,2001-06-30,LADY MARMALADE,CHRISTINA AGUILERA/LIL' KIM/MYA/PINK,1,spotify:track:4ukCVszVxJw9ncadUUMEDf,"{'danceability': 0.762, 'energy': 0.322, 'key': 5, 'loudness': -11.189, 'mode': 0, 'speechiness': 0.0982, 'acousticness': 0.226, 'instrumentalness': 3.15e-05, 'liveness': 0.618, 'valence': 0.698, 'tempo': 109.866, 'type': 'audio_features', 'id': '4ukCVszVxJw9ncadUUMEDf', 'uri': 'spotify:track:4ukCVszVxJw9ncadUUMEDf', 'track_href': 'https://api.spotify.com/v1/tracks/4ukCVszVxJw9ncadUUMEDf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4ukCVszVxJw9ncadUUMEDf', 'duration_ms': 266379, 'time_signature': 4}"
15,2001-07-07,THE WAY TO YOUR LOVE,HEAR'SAY,1,spotify:track:4gu0zVtu3FmF2PRv3GogtW,"{'danceability': 0.6, 'energy': 0.717, 'key': 7, 'loudness': -6.454, 'mode': 1, 'speechiness': 0.0307, 'acousticness': 0.56, 'instrumentalness': 1.03e-06, 'liveness': 0.118, 'valence': 0.705, 'tempo': 92.996, 'type': 'audio_features', 'id': '4gu0zVtu3FmF2PRv3GogtW', 'uri': 'spotify:track:4gu0zVtu3FmF2PRv3GogtW', 'track_href': 'https://api.spotify.com/v1/tracks/4gu0zVtu3FmF2PRv3GogtW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4gu0zVtu3FmF2PRv3GogtW', 'duration_ms': 195307, 'time_signature': 4}"
16,2001-07-14,ANOTHER CHANCE,ROGER SANCHEZ,1,spotify:track:6mGktP4ggIue6AjUeWJPvi,"{'danceability': 0.54, 'energy': 0.859, 'key': 8, 'loudness': -4.67, 'mode': 0, 'speechiness': 0.036, 'acousticness': 0.00698, 'instrumentalness': 0.912, 'liveness': 0.127, 'valence': 0.109, 'tempo': 128.013, 'type': 'audio_features', 'id': '6mGktP4ggIue6AjUeWJPvi', 'uri': 'spotify:track:6mGktP4ggIue6AjUeWJPvi', 'track_href': 'https://api.spotify.com/v1/tracks/6mGktP4ggIue6AjUeWJPvi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6mGktP4ggIue6AjUeWJPvi', 'duration_ms': 217487, 'time_signature': 4}"
17,2001-07-21,ETERNITY/THE ROAD TO MANDALAY,ROBBIE WILLIAMS,2,spotify:track:7zw9OxtVotLfxlfavSADXQ,"{'danceability': 0.469, 'energy': 0.316, 'key': 10, 'loudness': -8.106, 'mode': 1, 'speechiness': 0.0265, 'acousticness': 0.504, 'instrumentalness': 6.04e-06, 'liveness': 0.0919, 'valence': 0.199, 'tempo': 77.967, 'type': 'audio_features', 'id': '7zw9OxtVotLfxlfavSADXQ', 'uri': 'spotify:track:7zw9OxtVotLfxlfavSADXQ', 'track_href': 'https://api.spotify.com/v1/tracks/7zw9OxtVotLfxlfavSADXQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7zw9OxtVotLfxlfavSADXQ', 'duration_ms': 302760, 'time_signature': 4}"
18,2001-04-08,ETERNAL FLAME,ATOMIC KITTEN,2,spotify:track:3qzcM6SmbzBnGXSJe6hYdy,"{'danceability': 0.578, 'energy': 0.581, 'key': 0, 'loudness': -6.867, 'mode': 1, 'speechiness': 0.0318, 'acousticness': 0.0658, 'instrumentalness': 0.0042, 'liveness': 0.0674, 'valence': 0.408, 'tempo': 83.293, 'type': 'audio_features', 'id': '3qzcM6SmbzBnGXSJe6hYdy', 'uri': 'spotify:track:3qzcM6SmbzBnGXSJe6hYdy', 'track_href': 'https://api.spotify.com/v1/tracks/3qzcM6SmbzBnGXSJe6hYdy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3qzcM6SmbzBnGXSJe6hYdy', 'duration_ms': 195507, 'time_signature': 4}"
19,2001-08-18,21 SECONDS,SO SOLID CREW,1,spotify:track:1C3rm7SjV83iXQrL4eThEU,"{'danceability': 0.607, 'energy': 0.637, 'key': 1, 'loudness': -11.072, 'mode': 1, 'speechiness': 0.241, 'acousticness': 0.0191, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.818, 'tempo': 137.03, 'type': 'audio_features', 'id': '1C3rm7SjV83iXQrL4eThEU', 'uri': 'spotify:track:1C3rm7SjV83iXQrL4eThEU', 'track_href': 'https://api.spotify.com/v1/tracks/1C3rm7SjV83iXQrL4eThEU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1C3rm7SjV83iXQrL4eThEU', 'duration_ms': 302827, 'time_signature': 4}"
20,2001-08-25,LET'S DANCE,FIVE,2,spotify:track:1EOHyGBzOPj5oLWOQGZQsV,"{'danceability': 0.554, 'energy': 0.991, 'key': 7, 'loudness': -1.005, 'mode': 1, 'speechiness': 0.0386, 'acousticness': 0.0625, 'instrumentalness': 0.00354, 'liveness': 0.143, 'valence': 0.773, 'tempo': 141.075, 'type': 'audio_features', 'id': '1EOHyGBzOPj5oLWOQGZQsV', 'uri': 'spotify:track:1EOHyGBzOPj5oLWOQGZQsV', 'track_href': 'https://api.spotify.com/v1/tracks/1EOHyGBzOPj5oLWOQGZQsV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1EOHyGBzOPj5oLWOQGZQsV', 'duration_ms': 154613, 'time_signature': 4}"
21,2001-08-09,TOO CLOSE,BLUE,1,spotify:track:5JHbwrC8KTnsxfKkWJx09p,"{'danceability': 0.789, 'energy': 0.761, 'key': 2, 'loudness': -2.905, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.00673, 'instrumentalness': 0, 'liveness': 0.0372, 'valence': 0.735, 'tempo': 102.422, 'type': 'audio_features', 'id': '5JHbwrC8KTnsxfKkWJx09p', 'uri': 'spotify:track:5JHbwrC8KTnsxfKkWJx09p', 'track_href': 'https://api.spotify.com/v1/tracks/5JHbwrC8KTnsxfKkWJx09p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5JHbwrC8KTnsxfKkWJx09p', 'duration_ms': 226853, 'time_signature': 4}"
22,2001-09-15,MAMBO NO 5,BOB THE BUILDER,1,spotify:track:4c5TBUUCxSbfxoiLbaXVeG,"{'danceability': 0.712, 'energy': 0.826, 'key': 5, 'loudness': -5.75, 'mode': 0, 'speechiness': 0.24, 'acousticness': 0.271, 'instrumentalness': 9.93e-05, 'liveness': 0.0374, 'valence': 0.905, 'tempo': 172.995, 'type': 'audio_features', 'id': '4c5TBUUCxSbfxoiLbaXVeG', 'uri': 'spotify:track:4c5TBUUCxSbfxoiLbaXVeG', 'track_href': 'https://api.spotify.com/v1/tracks/4c5TBUUCxSbfxoiLbaXVeG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4c5TBUUCxSbfxoiLbaXVeG', 'duration_ms': 216773, 'time_signature': 4}"
23,2001-09-22,HEY BABY,DJ OTZI,1,spotify:track:0HNXnhNZZtRZFLhP4hfyCP,"{'danceability': 0.666, 'energy': 0.968, 'key': 10, 'loudness': -3.196, 'mode': 1, 'speechiness': 0.046, 'acousticness': 0.123, 'instrumentalness': 0, 'liveness': 0.347, 'valence': 0.834, 'tempo': 135.099, 'type': 'audio_features', 'id': '0HNXnhNZZtRZFLhP4hfyCP', 'uri': 'spotify:track:0HNXnhNZZtRZFLhP4hfyCP', 'track_href': 'https://api.spotify.com/v1/tracks/0HNXnhNZZtRZFLhP4hfyCP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0HNXnhNZZtRZFLhP4hfyCP', 'duration_ms': 219240, 'time_signature': 4}"
24,2001-09-29,CAN'T GET YOU OUT OF MY HEAD,KYLIE MINOGUE,4,spotify:track:7MoKXLQeI0Bh2QodCjDO4K,"{'danceability': 0.766, 'energy': 0.563, 'key': 9, 'loudness': -7.516, 'mode': 0, 'speechiness': 0.0339, 'acousticness': 0.0263, 'instrumentalness': 0.683, 'liveness': 0.115, 'valence': 0.964, 'tempo': 126.007, 'type': 'audio_features', 'id': '7MoKXLQeI0Bh2QodCjDO4K', 'uri': 'spotify:track:7MoKXLQeI0Bh2QodCjDO4K', 'track_href': 'https://api.spotify.com/v1/tracks/7MoKXLQeI0Bh2QodCjDO4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7MoKXLQeI0Bh2QodCjDO4K', 'duration_ms': 230640, 'time_signature': 4}"
25,2001-10-27,BECAUSE I GOT HIGH,AFROMAN,3,spotify:track:0rRboI6IRuGx56Dq3UdYY4,"{'danceability': 0.8, 'energy': 0.339, 'key': 7, 'loudness': -8.531, 'mode': 1, 'speechiness': 0.483, 'acousticness': 0.166, 'instrumentalness': 0, 'liveness': 0.0791, 'valence': 0.844, 'tempo': 165.982, 'type': 'audio_features', 'id': '0rRboI6IRuGx56Dq3UdYY4', 'uri': 'spotify:track:0rRboI6IRuGx56Dq3UdYY4', 'track_href': 'https://api.spotify.com/v1/tracks/0rRboI6IRuGx56Dq3UdYY4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0rRboI6IRuGx56Dq3UdYY4', 'duration_ms': 197760, 'time_signature': 4}"
